player_id,gw,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,saves,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,was_home,opponent_team,fixture,team_difficulty,opponent_difficulty,target_next_gw
2,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,16,217,3,4,0.0
2,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,14,221,3,5,0.0
2,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,11,234,3,4,0.0
2,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,True,17,241,2,5,0.0
2,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,False,5,252,4,4,0.0
3,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,14,9,4,4,0.0
3,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,11,11,2,5,0.0
3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,12,25,4,4,0.0
3,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,16,31,2,5,0.0
3,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,13,41,4,5,0.0
3,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,15,58,4,4,0.0
3,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,19,61,2,5,0.0
3,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,10,74,3,4,0.0
3,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,8,81,3,5,0.0
3,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,3,92,2,4,0.0
3,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,17,108,4,4,0.0
3,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,18,111,3,5,0.0
3,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,7,123,4,4,0.0
3,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,5,131,3,5,0.0
3,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,2,141,4,4,0.0
3,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,20,151,2,5,0.0
3,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,9,164,3,4,0.0
3,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,6,171,3,5,0.0
3,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,2,181,3,5,0.0
3,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,4,192,3,4,0.0
3,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,12,201,3,5,0.0
3,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,16,217,3,4,0.0
3,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,14,221,3,5,0.0
3,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,11,234,3,4,0.0
3,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,17,241,2,5,0.0
3,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,5,252,4,4,0.0
4,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,14,9,4,4,0.0
4,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,11,11,2,5,0.0
4,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,12,25,4,4,0.0
4,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,16,31,2,5,0.0
4,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,13,41,4,5,0.0
4,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,15,58,4,4,0.0
4,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,19,61,2,5,0.0
4,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,10,74,3,4,0.0
4,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,8,81,3,5,0.0
4,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,3,92,2,4,0.0
4,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,17,108,4,4,0.0
4,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,True,18,111,3,5,0.0
4,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,False,7,123,4,4,0.0
4,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,5,131,3,5,0.0
4,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,2,141,4,4,0.0
4,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,20,151,2,5,0.0
4,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,9,164,3,4,0.0
4,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,6,171,3,5,0.0
4,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,2,181,3,5,0.0
4,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,4,192,3,4,0.0
4,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,12,201,3,5,0.0
4,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,16,217,3,4,0.0
4,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,14,221,3,5,0.0
4,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,11,234,3,4,0.0
4,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,True,17,241,2,5,0.0
4,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,False,5,252,4,4,0.0
5,1,90,6,0,0,1,0,0,23,0,22.8,0.3,4.0,2.7,0.0,0.0,0.0,1.52,60,False,14,9,4,4,6.0
5,2,90,6,0,0,1,0,0,26,0,13.4,3.3,6.0,2.3,0.04,0.01,0.05,0.17,60,True,11,11,2,5,2.0
5,3,90,2,0,0,0,1,0,8,0,15.4,1.4,2.0,1.9,0.02,0.01,0.03,0.52,61,False,12,25,4,4,9.0
5,4,90,9,0,0,1,0,1,32,0,28.0,1.3,9.0,3.8,0.2,0.01,0.21,0.2,61,True,16,31,2,5,2.0
5,5,90,2,0,0,0,1,0,13,0,19.6,2.3,0.0,2.2,0.0,0.01,0.01,0.89,61,True,13,41,4,5,13.0
5,6,90,13,1,0,0,1,3,34,0,76.8,2.5,33.0,11.2,0.22,0.02,0.24,0.61,61,False,15,58,4,4,9.0
5,7,90,9,0,0,1,0,1,33,0,24.6,2.0,2.0,2.9,0.0,0.03,0.03,0.49,62,True,19,61,2,5,12.0
5,8,90,12,0,1,1,0,3,33,0,33.4,11.6,15.0,6.0,0.24,0.02,0.26,0.44,63,False,10,74,3,4,9.0
5,9,90,9,0,0,1,0,3,32,0,27.2,11.2,9.0,4.7,0.1,0.03,0.13,0.47,64,True,8,81,3,5,12.0
5,10,90,12,0,1,1,0,2,39,0,36.0,11.3,4.0,5.1,0.0,0.52,0.52,0.42,65,False,3,92,2,4,1.0
5,11,90,1,0,0,0,2,0,6,0,21.4,15.4,4.0,4.1,0.0,0.03,0.03,0.44,66,False,17,108,4,4,0.0
5,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,True,18,111,3,5,0.0
5,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,False,7,123,4,4,0.0
5,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,True,5,131,3,5,0.0
5,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,False,2,141,4,4,0.0
5,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,True,20,151,2,5,0.0
5,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,False,9,164,3,4,1.0
5,18,19,1,0,0,0,0,0,2,0,0.0,0.2,4.0,0.3,0.02,0.0,0.02,0.32,62,True,6,171,3,5,15.0
5,19,76,15,1,0,1,0,3,40,0,47.8,1.4,35.0,8.4,0.41,0.01,0.42,0.67,63,True,2,181,3,5,9.0
5,20,90,9,1,0,0,2,0,16,0,55.4,1.5,19.0,7.6,0.17,0.01,0.18,1.43,65,False,4,192,3,4,6.0
5,21,90,6,0,0,1,0,0,25,0,21.8,7.3,12.0,4.1,0.14,0.05,0.19,0.36,66,True,12,201,3,5,8.0
5,22,90,8,0,0,1,0,2,28,0,19.6,1.6,5.0,2.6,0.14,0.01,0.15,0.34,68,False,16,217,3,4,1.0
5,23,90,1,0,0,0,3,0,1,0,13.4,4.2,2.0,2.0,0.0,0.01,0.01,0.71,69,True,14,221,3,5,8.0
5,24,90,8,0,0,1,0,0,30,0,33.6,0.8,19.0,5.3,0.02,0.05,0.07,0.15,70,False,11,234,3,4,6.0
5,25,90,6,0,0,1,0,0,28,0,17.2,1.7,0.0,1.9,0.0,0.01,0.01,0.19,71,True,17,241,2,5,3.0
5,26,90,3,0,0,0,1,0,14,0,43.2,6.4,8.0,5.8,0.12,0.03,0.15,1.34,71,False,5,252,4,4,0.0
6,1,90,9,0,0,1,0,1,25,0,31.4,0.1,0.0,3.2,0.0,0.0,0.0,1.52,60,False,14,9,4,4,6.0
6,2,90,6,0,0,1,0,0,27,0,18.4,2.1,2.0,2.3,0.0,0.01,0.01,0.17,60,True,11,11,2,5,1.0
6,3,4,1,0,0,0,0,0,4,0,3.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,61,False,12,25,4,4,0.0
6,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,True,16,31,2,5,2.0
6,5,90,2,0,0,0,1,0,15,0,22.0,3.0,4.0,2.9,0.13,0.02,0.15,0.89,60,True,13,41,4,5,1.0
6,6,45,1,0,0,0,0,0,8,0,5.4,11.8,2.0,1.9,0.0,0.07,0.07,0.2,60,False,15,58,4,4,6.0
6,7,90,6,0,0,1,0,0,30,0,28.2,2.2,0.0,3.0,0.0,0.02,0.02,0.49,60,True,19,61,2,5,6.0
6,8,90,6,0,0,1,0,0,26,0,17.4,2.8,2.0,2.2,0.0,0.05,0.05,0.44,60,False,10,74,3,4,1.0
6,9,45,1,0,0,0,0,0,10,0,7.4,1.5,0.0,0.9,0.0,0.02,0.02,0.08,60,True,8,81,3,5,6.0
6,10,90,6,0,0,1,0,0,29,0,19.2,6.1,0.0,2.5,0.0,0.01,0.01,0.42,60,False,3,92,2,4,1.0
6,11,90,1,0,0,0,2,0,4,0,17.2,4.5,6.0,2.8,0.16,0.03,0.19,0.44,60,False,17,108,4,4,2.0
6,12,90,2,0,0,0,1,0,12,0,15.6,1.5,0.0,1.7,0.0,0.01,0.01,0.07,60,True,18,111,3,5,0.0
6,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,False,7,123,4,4,0.0
6,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,True,5,131,3,5,0.0
6,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,False,2,141,4,4,2.0
6,16,90,2,0,0,0,1,0,14,0,16.4,5.1,4.0,2.6,0.0,0.02,0.02,0.38,60,True,20,151,2,5,6.0
6,17,90,6,0,0,1,0,0,27,0,17.0,1.4,0.0,1.8,0.0,0.02,0.02,0.2,59,False,9,164,3,4,2.0
6,18,90,2,0,0,0,1,0,10,0,10.4,0.8,2.0,1.3,0.0,0.0,0.0,0.85,59,True,6,171,3,5,2.0
6,19,90,2,0,0,0,1,0,10,0,9.4,1.0,0.0,1.0,0.0,0.01,0.01,2.67,59,True,2,181,3,5,1.0
6,20,90,1,0,0,0,2,0,9,0,16.8,0.8,0.0,1.8,0.0,0.0,0.0,1.43,59,False,4,192,3,4,7.0
6,21,90,7,0,0,1,0,1,28,0,13.8,19.3,0.0,3.3,0.0,0.15,0.15,0.36,59,True,12,201,3,5,8.0
6,22,90,8,0,0,1,0,2,28,0,17.6,11.0,8.0,3.7,0.09,0.02,0.11,0.34,60,False,16,217,3,4,1.0
6,23,90,1,0,0,0,3,0,5,0,14.6,34.8,2.0,5.1,0.0,0.09,0.09,0.71,60,True,14,221,3,5,6.0
6,24,90,6,0,0,1,0,0,21,0,10.2,3.1,0.0,1.3,0.0,0.02,0.02,0.15,60,False,11,234,3,4,7.0
6,25,90,7,0,0,1,0,0,28,0,20.4,6.4,0.0,2.7,0.0,0.02,0.02,0.19,60,True,17,241,2,5,0.0
6,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,False,5,252,4,4,0.0
7,1,71,13,1,0,1,0,2,33,0,36.2,2.1,35.0,7.3,0.91,0.01,0.92,0.87,55,False,14,9,4,4,13.0
7,2,63,13,0,2,1,0,1,38,0,38.0,21.4,22.0,8.1,0.39,0.01,0.4,0.17,55,True,11,11,2,5,2.0
7,3,90,2,0,0,0,1,0,9,0,9.8,1.9,11.0,2.3,0.13,0.01,0.14,0.52,56,False,12,25,4,4,5.0
7,4,67,5,0,0,1,0,0,16,0,5.4,12.6,2.0,2.0,0.0,0.01,0.01,0.1,57,True,16,31,2,5,2.0
7,5,90,2,0,0,0,1,0,7,0,3.6,6.2,19.0,2.9,0.14,0.05,0.19,0.89,57,True,13,41,4,5,1.0
7,6,69,1,0,0,0,1,0,0,0,3.6,16.8,10.0,3.0,0.1,0.04,0.14,0.53,57,False,15,58,4,4,6.0
7,7,74,6,0,0,1,0,0,26,0,8.8,5.4,19.0,3.3,0.17,0.02,0.19,0.36,57,True,19,61,2,5,6.0
7,8,90,6,0,0,1,0,0,26,0,12.6,8.0,9.0,3.0,0.04,0.02,0.06,0.44,57,False,10,74,3,4,6.0
7,9,81,6,0,0,1,0,0,26,0,4.6,3.8,2.0,1.0,0.07,0.02,0.09,0.46,58,True,8,81,3,5,6.0
7,10,71,6,0,0,1,0,0,33,0,16.0,3.3,17.0,3.6,0.06,0.01,0.07,0.02,58,False,3,92,2,4,1.0
7,11,90,1,0,0,0,2,0,-1,0,11.4,7.8,35.0,5.4,0.23,0.05,0.28,0.44,58,False,17,108,4,4,2.0
7,12,90,2,0,0,0,1,0,9,0,9.6,2.3,6.0,1.8,0.07,0.03,0.1,0.07,58,True,18,111,3,5,0.0
7,13,45,0,0,0,0,0,0,5,0,15.0,1.2,0.0,1.6,0.0,0.01,0.01,0.31,58,False,7,123,4,4,7.0
7,14,90,7,0,0,1,0,1,33,0,24.8,4.4,26.0,5.5,0.18,0.03,0.21,0.35,58,True,5,131,3,5,1.0
7,15,85,1,0,0,0,1,0,2,0,6.6,3.1,6.0,1.6,0.0,0.01,0.01,1.36,58,False,2,141,4,4,0.0
7,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,True,20,151,2,5,6.0
7,17,90,6,0,0,1,0,0,25,0,16.0,4.5,0.0,2.1,0.0,0.03,0.03,0.2,57,False,9,164,3,4,0.0
7,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,True,6,171,3,5,0.0
7,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,True,2,181,3,5,0.0
7,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,False,4,192,3,4,0.0
7,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,True,12,201,3,5,0.0
7,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,False,16,217,3,4,0.0
7,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,True,14,221,3,5,1.0
7,24,15,1,0,0,0,0,0,2,0,0.2,0.6,7.0,0.8,0.25,0.01,0.26,0.03,56,False,11,234,3,4,6.0
7,25,66,6,0,0,1,0,0,18,0,4.8,2.3,4.0,1.1,0.03,0.02,0.05,0.17,56,True,17,241,2,5,1.0
7,26,9,1,0,0,0,0,0,2,0,1.4,0.3,0.0,0.2,0.0,0.0,0.0,0.12,56,False,5,252,4,4,0.0
8,1,19,0,0,0,0,0,0,-3,0,3.0,0.3,0.0,0.3,0.0,0.0,0.0,0.66,55,False,14,9,4,4,24.0
8,2,63,24,2,1,1,0,3,68,0,95.0,28.5,75.0,19.9,0.81,0.05,0.86,0.17,55,True,11,11,2,5,2.0
8,3,90,2,0,0,0,1,0,7,0,11.4,12.4,11.0,3.5,0.09,0.05,0.14,0.52,56,False,12,25,4,4,8.0
8,4,90,8,0,0,1,0,2,37,0,19.8,13.0,35.0,6.8,0.3,0.02,0.32,0.2,57,True,16,31,2,5,1.0
8,5,79,1,0,0,0,1,0,16,0,17.0,13.9,8.0,3.9,0.0,0.05,0.05,0.65,57,True,13,41,4,5,2.0
8,6,90,2,0,0,0,1,0,10,0,24.6,38.2,25.0,8.8,0.53,0.21,0.74,0.61,58,False,15,58,4,4,11.0
8,7,90,11,0,1,1,0,2,43,0,20.2,16.8,29.0,6.6,0.16,0.03,0.19,0.49,58,True,19,61,2,5,6.0
8,8,90,6,0,0,1,0,0,27,0,16.8,31.8,6.0,5.5,0.0,0.15,0.15,0.44,59,False,10,74,3,4,6.0
8,9,90,6,0,0,1,0,0,25,0,11.8,16.7,2.0,3.1,0.0,0.04,0.04,0.47,60,True,8,81,3,5,6.0
8,10,90,6,0,0,1,0,0,20,0,5.4,1.2,17.0,2.4,0.19,0.01,0.2,0.42,61,False,3,92,2,4,1.0
8,11,90,1,0,0,0,2,0,7,0,13.0,6.3,8.0,2.7,0.0,0.03,0.03,0.44,61,False,17,108,4,4,5.0
8,12,90,5,0,1,0,1,0,6,0,15.0,14.8,20.0,5.0,0.5,0.04,0.54,0.07,62,True,18,111,3,5,2.0
8,13,90,2,0,0,0,1,0,8,0,10.2,3.1,6.0,1.9,0.3,0.03,0.33,0.79,63,False,7,123,4,4,1.0
8,14,46,1,0,0,0,0,0,3,0,7.0,0.3,0.0,0.7,0.0,0.0,0.0,0.09,64,True,5,131,3,5,3.0
